screen_name,created_at,text,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
dalimere65,2021-05-10T21:58:10Z,"RT @RIC0_PINHEIR0: Segundo fontes, o diretor de um falido e fracassado meio de comunicação da velha imprensa lixo tentou suicídio... A mamata do dinheiro público acabou e o desespero bateu.
Meu fí, fiq bem vivo p/ colher os frutos do mal q plantou contra o povo brasileiro!
#EstadaoFake",,RIC0_PINHEIR0,,Twitter for Android,pt,1391875237151715332
clara_pimenta,2021-05-10T21:57:59Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,ig: clarapimenta__,Twitter for iPhone,pt,1391875186996170756
notfoundyara,2021-05-10T21:57:56Z,No ano passado eu perdi um amigo muito querido. Não tem palavras que possam descrever tamanha dor! Suicídio é coisa séria. Saúde mental tem que ser levada a sério.,,,"Since 1994

Melancolia. Saudosismo. Sarcarmos involuntários.",Twitter for Android,pt,1391875176342593539
awfulthgns,2021-05-10T21:57:55Z,digan que es linda o cometo suicidio,awfulthgns,,i look spooky but i'm really nice,Twitter for Android,pt,1391875172156723210
dave_alvejado,2021-05-10T21:57:39Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,Ig: @dave.allexandre | FCT-MIEMN,Twitter for Android,pt,1391875103949037582
sanseyon,2021-05-10T21:57:38Z,ai no outro dia zerado eu tento suicidio,,,sensitive content,Twitter for Android,pt,1391875099565989895
mlhsx_,2021-05-10T21:57:26Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,"se deres a cara à vida, a vida dá-te 1kiss 🌶                             ig: mlhs_h",Twitter for iPhone,pt,1391875051188850693
NiniTeon,2021-05-10T21:57:11Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,,Twitter for Android,pt,1391874988517515264
_anaaxz_,2021-05-10T21:56:59Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,You wish @byyealice,Twitter for Android,pt,1391874935568670720
GPimenta12,2021-05-10T21:56:53Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,"20y /
🎓FCTUC - Engenharia Informática",Twitter for Android,pt,1391874912076242946
tevinobuzao,2021-05-10T21:56:44Z,"RT @Aka2II_: se eu governasse alguma coisa iria proibir qualquer coisa em ônibus, ônibus em si ja eh um bgl estressante, com adolescente fazendo babaquice, gente cantando, crente evangelizando, só aumenta o índice de suicidio",,Aka2II_,"Esse perfil bot da RT automaticamente nas palavras: ônibus e Busão. Siga nosso Instagram, com mais de 90k de seguidores!❤️👇🏻",tevinobuzao,pt,1391874872561840128
Aka2II_,2021-05-10T21:56:40Z,"se eu governasse alguma coisa iria proibir qualquer coisa em ônibus, ônibus em si ja eh um bgl estressante, com adolescente fazendo babaquice, gente cantando, crente evangelizando, só aumenta o índice de suicidio",,,efêmera e eterna.,Twitter for iPhone,pt,1391874857026076672
MoraFranciscaa,2021-05-10T21:56:33Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,Inst: franciscaa_mora,Twitter for iPhone,pt,1391874827468877825
gustavo_mrh,2021-05-10T21:56:24Z,RT @grazisall: vivendo pq suicídio é pecado e deixa a mãe triste,,grazisall,I am your sesame,Twitter for Android,pt,1391874790533828614
hsvoirs,2021-05-10T21:56:03Z,estou para cometer um SUICÍDIO,,,reminds me of being a kid ͏ ͏ ͏ ͏ ͏ ͏,Twitter for iPhone,pt,1391874700909977619
arijkth,2021-05-10T21:55:54Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,⠀  a/ela/-a    ★ㅤfan acc !,Twitter for Android,pt,1391874662947241984
hswallsswift,2021-05-10T21:55:36Z,"so se prepara pro futuro quem nao se garante no suicidio!     (meme plmds. se tu pensa em se m, vai pro psicologo!!!!)",,,till the end of the line; ela/dela(scarlett),Twitter for Android,pt,1391874589937086467
mikapallet,2021-05-10T21:55:26Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,ela/dela • she/her | leia o carrd !,Twitter for iPhone,pt,1391874547226451969
minstarfairy,2021-05-10T21:55:15Z,Eu devo estar muito mal pra pensar em qual forma de suicidio é a mais prática.,,,"》𝐘𝐎𝐎𝐍𝐆𝐈 — 𝑇𝘩𝑒 𝑏𝑒𝑠𝑡 𝑓𝑒𝑒𝑙𝑖𝑛𝑔 𝑖𝑠 𝑤𝘩𝑒𝑛 𝐼 𝑙𝑜𝑜𝑘 𝑎𝑡 𝑦𝑜𝑢, 𝑎𝑛𝑑 𝑦𝑜𝑢'𝑟𝑒 𝑎𝑙𝑟𝑒𝑎𝑑𝑦 𝑙𝑜𝑜𝑘𝑖𝑛𝑔 #미니미니 20 y",Twitter for Android,pt,1391874500199915530
Ccruz1218,2021-05-10T21:55:07Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,Instagram: andreia__12,Twitter for Android,pt,1391874467035586560
Louistheangel28,2021-05-10T21:55:01Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,"ela (eu) dela (do Niall) •
OT5 • 
cansada de estar cansada pois estar cansada é cansativo",Twitter for Android,pt,1391874442846949378
dazagiota,2021-05-10T21:55:00Z,Ficou mt gostosinho d assistir o trailer od visuais tavam LINDOS DEMAIS os 5 tavam perfeitos amo todos as transicoes foram mt 😲😲😲 consideracao final suicidio so dps do dia 31 https://t.co/TlQ7MgXu9I,dazagiota,,"Akutagawa? oh, he's my boyfriend! . . . ele/delu — read carrd byf ♥︎ https://t.co/CrYNzygz6B   ٬٬ 🩹 ៰ ͘ ࣭⸰ ",Twitter for Android,pt,1391874437566377987
InesFelix10,2021-05-10T21:54:48Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,ig:inesfelix22,Twitter for iPhone,pt,1391874388534906883
yoonsoftdaegu,2021-05-10T21:54:24Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,"qualquer pronome 

any pronouns",Twitter Web App,pt,1391874286240075776
mariajoao_09,2021-05-10T21:53:50Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,ig: _.its.maria.___,Twitter for iPhone,pt,1391874142912266251
aSuu98,2021-05-10T21:53:49Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,22 y🎉,Twitter for iPhone,pt,1391874141477867525
__isamontano,2021-05-10T21:53:45Z,Estou a 5 meses fazendo internato e já atendi no mínimo umas 10 tentativas de suicídio,,,"Aquariana, 23 anos, amante de viagens e apaixonada pela medicina 🇧🇴🇧🇷",Twitter for iPhone,pt,1391874124251815946
OTTERBACH20,2021-05-10T21:53:45Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,💍 @marcioschneide7,Twitter for iPhone,pt,1391874122985127946
moutinho4535,2021-05-10T21:53:37Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,bonita era a vida se a fita rebobinasse @20rodar100ti,Twitter for iPhone,pt,1391874090324185088
Raissa58764340,2021-05-10T21:53:28Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,"🇧🇷
Slytherin.
in a world where you can be anything, be kind. T.F 🌌
HP⚡",Twitter for Android,pt,1391874050738294787
_jonnyt_,2021-05-10T21:53:19Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,,Twitter for iPhone,pt,1391874014663090181
__isamontano,2021-05-10T21:53:11Z,Nunca vi um lugar com taxa tão alta de tentativa de suicídio como aqui em Santa Catarina,,,"Aquariana, 23 anos, amante de viagens e apaixonada pela medicina 🇧🇴🇧🇷",Twitter for iPhone,pt,1391873980072595459
b28fernandes,2021-05-10T21:53:10Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,ig. bruna_fernandes06 // @priv_sofiaa,Twitter for iPhone,pt,1391873978415951874
ecarolinarg,2021-05-10T21:53:09Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,🏝 Ilha da Madeira • 📍Porto • ESEP 🎓 •          insta-ecarolinarg •,Twitter for iPhone,pt,1391873973311483909
_tarzan22,2021-05-10T21:53:09Z,@PMontavanelli É suicídio,PMontavanelli,,inst: @thiagovirgilio_08//18 anos//flamengo//futebol//muay thai//jiu-jitsu//tt novo😪.,Twitter for Android,pt,1391873971675701254
Larissa76051076,2021-05-10T21:52:59Z,RT @leal_lw: medo de tentar um suicídio e falhar dnv...,,leal_lw,"Nova no Twitter 😗
20 y 
021 RJ",Twitter for Android,pt,1391873930206531599
dahyfleur,2021-05-10T21:52:53Z,"tw // suicidio

minha filha???????? https://t.co/rxE3lOa5ua",,,⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀         ⠀⠀he/him!,Twitter for Android,pt,1391873906194141189
smallr_bear,2021-05-10T21:52:39Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,"𝗃𝖾 𝗌𝖾𝗋𝖺𝗂 𝗉𝗈𝖾𝗍𝖾 𝖾𝗍 𝗍𝗈𝗂 𝗉𝗈𝖾𝗌𝗂𝖾, 𝗸𝗶𝗺 𝘁𝗮𝗲𝗵𝘆𝘂𝗻𝗴. ✦⠁ - {She/Her}",Twitter for Android,pt,1391873846291091462
_ericaamaro_,2021-05-10T21:52:33Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,Dancer// EBSC 17y ig: _.ericaaamaro._,Twitter for iPhone,pt,1391873822832349187
beatrizmm194,2021-05-10T21:52:31Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,ig: beatriz.m01,Twitter for iPhone,pt,1391873811151310848
Aliciaaa_luna,2021-05-10T21:52:29Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,(d)ela-a,Twitter for Android,pt,1391873806390661123
indio_gxb,2021-05-10T21:52:15Z,@vitor_glayson eu usaria imagina que maneiro dropar um doce e dps perder o pescoço suicídio bom,vitor_glayson,,falo muita merda e posto foto de baixíssima qualidade. fazer o que se isso me satisfaz?,Twitter for Android,pt,1391873747322343428
ycfmg,2021-05-10T21:52:08Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,•Ig➡️ycfmg,Twitter for iPhone,pt,1391873718067122181
mariaau15487649,2021-05-10T21:52:02Z,"RT @RIC0_PINHEIR0: Segundo fontes, o diretor de um falido e fracassado meio de comunicação da velha imprensa lixo tentou suicídio... A mamata do dinheiro público acabou e o desespero bateu.
Meu fí, fiq bem vivo p/ colher os frutos do mal q plantou contra o povo brasileiro!
#EstadaoFake",,RIC0_PINHEIR0,🧼🧽ÑrespondoDM🚫#BolsonaroAte2026 🇧🇷SDV,Twitter for iPhone,pt,1391873693308133376
yourbitchsuckme,2021-05-10T21:51:59Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,"I only love my bed and my mama, i'm sorry 🤷🏻‍♂️",Twitter for iPhone,pt,1391873679819251717
lookthelegs,2021-05-10T21:51:51Z,"Parei pra reparar e TODOS os meus amigos já tentaram/falam em cometer suicídio, usam drogas e tão fudidos na vida. Sério não tem um que seja “normal”",,,"sou uma mistura de drogas, sexo e depressão.",Twitter for iPhone,pt,1391873643647541248
_Lara_Fabiana,2021-05-10T21:51:43Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,,Twitter for Android,pt,1391873611674357765
JJVieira6,2021-05-10T21:51:09Z,"RT @RIC0_PINHEIR0: Segundo fontes, o diretor de um falido e fracassado meio de comunicação da velha imprensa lixo tentou suicídio... A mamata do dinheiro público acabou e o desespero bateu.
Meu fí, fiq bem vivo p/ colher os frutos do mal q plantou contra o povo brasileiro!
#EstadaoFake",,RIC0_PINHEIR0,"Patriota, Cristão conservador.                     Sigo a direita. ➡️ 🇧🇷",Twitter for Android,pt,1391873469734916098
biapolery09,2021-05-10T21:51:01Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,FS // ig: biapolery.09,Twitter for iPhone,pt,1391873433982672898
Ritapaiva2828,2021-05-10T21:50:56Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,♓️,Twitter for iPhone,pt,1391873414990811138
tauanesrv,2021-05-10T21:50:49Z,acho q meu ânimo cometeu suicídio só falta eu,,,@souza_doarda🤍||@EvelyngJardim🦋🤞🏻,Twitter for iPhone,pt,1391873387455258624
jirokyotae,2021-05-10T21:50:47Z,"RT @jirokyotae: ► • 𝐓𝐡𝐞 𝐑𝐞𝐜𝐞𝐩𝐭𝐢𝐨𝐧𝐢𝐬𝐭 • [ 𝐣𝐣𝐤+𝐩𝐣𝐦 ]

— Temas principais: depressão, violência, sequestro, crises pós-traumáticas, tentativas de suicídio, drama e romance difícil.
— Possíveis gatilhos.
— #TRCPT

    ° https://t.co/uszycuqfZC ° https://t.co/5sm5nkqQdz",,jirokyotae,Ficwriter • desenhista iniciante • soul: @mochi_own ♡ • palavrões e gírias até o talo • ela/dela – fan account,Twitter for Android,pt,1391873378735230982
iS2yoongi,2021-05-10T21:50:45Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,,Twitter for Android,pt,1391873369952374793
allebbmy,2021-05-10T21:50:39Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,"#SUGA: pan pride, stand up!",Twitter for Android,pt,1391873342270017542
AndrRoc05681062,2021-05-10T21:50:21Z,"Hoje é dia do meu suicídio, só trouxe dor e desgraça pra minha família, nunca fui orgulho pra ninguém, tinha como objetivo ver a Juliette campeã do BBB, após isso, já havia planejado o meu suicídio, obrigado Ju por me proporcionar esse suspiro de alegria, mas agora é hora de ir",,,🌵,Twitter for Android,pt,1391873269532401665
Aldinei_Sam,2021-05-10T21:49:58Z,RT @SOCIOFLA: Rapaz... a Fla Foice está fazendo suicídio coletivo com o patrocínio da Havan....,,SOCIOFLA,"Geografia🌍, músico, #Flamengo #VencemosJuntos, Pai, #Direita 🇧🇷 #Conservador e Anti-PT #ForaComunismo
Kwai: aldinei salim",Twitter Web App,pt,1391873171561893889
grandemiuda,2021-05-10T21:49:56Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,,Twitter for iPhone,pt,1391873163810820100
vitoria_machadx,2021-05-10T21:49:46Z,"nunca se pode excluir o suicídio como um possível desfecho do conflito psíquico

- freud (1901/1969)",,,toda artística e psicanalítica ~ ☭ 🏳️‍🌈 Ψ,Twitter for Android,pt,1391873120999460876
joanadias02,2021-05-10T21:49:40Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,insta: joanadias_02,Twitter for iPhone,pt,1391873094709620738
nillsaway,2021-05-10T21:49:28Z,"RT @kthcarefully: quem concorda com esse exposed que deve se tratar. em pleno 2021 vocês ainda invalidam e ridicularizam transtornos mentais. parabéns se você tem poucas crises de ansiedade por ano ou se você nem tem ansiedade, muito bom que você não pense em suicídio mas NINGUÉM É IGUAL A VOCÊ.",,kthcarefully,ɪ ʜᴏᴘᴇ ᴛʜᴀᴛ 𝒕𝒉𝒆𝒚 ᴄʜᴏᴋᴇ ᴏɴ sᴍᴏᴋᴇ 'ᴄᴀᴜsᴇ ɪ'ᴍ sᴍᴏᴋɪɴ' 𝒕𝒉𝒆𝒎 ᴏᴜᴛ ᴛʜᴇ ʙᴀsᴇᴍᴇɴᴛ - heavydirtysoul by twenty one pilots,Twitter for Android,pt,1391873044830896131
nossarafaeol,2021-05-10T21:49:28Z,@aleecwr segunda é propicio pro suicidio,aleecwr,,bnu 047,Twitter Web App,pt,1391873043627225089
outrocomet4,2021-05-10T21:49:22Z,"me sinto com 13 anos de novo quando tive meus primeiros episódios depressivos escrevendo minhas cartas de suicídio, ou com 15 quando enfiei remédios em minha goela até não ter mais consciência pra engolir mais",,,são só pensamentos,Twitter for iPhone,pt,1391873019656691718
b_rnrdo,2021-05-10T21:49:10Z,"wh1nd3rsson fez ate musica dando a entender q a mulher traiu ele e 2 anos depois vem pagar de santo 

mas vai toma no rabo 

campanha e post de setembro amarelo, temos, mas evitar odio que pode causar até suicídio, fica pra próxima",,,💩,Twitter for Android,pt,1391872971384426518
Vortigado,2021-05-10T21:49:06Z,"@gluedhealy @fairyachzr @detailsclaire_ @fiImsis nossa, aquela cena dos velhos é tão ""soft"", é um bagulho pesado, mas o jeito que o filme funciona faz tudo ir pro lado cômico, tem filme que faz coisas muito mais ""simples"" parecerem o inferno, e midsommar não consegue fazer um suicídio de idosos passar horror",gluedhealy,,só o básico,Twitter Web App,pt,1391872953101471747
RA16666,2021-05-10T21:48:59Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,💛💛,Twitter for iPhone,pt,1391872925964374019
userborges,2021-05-10T21:48:56Z,"falei tudo errado no outro tweet mas o bagulho é que a depressão hoje me fez chorar o dia inteiro, vomitar, tremer e quase cometer suicídio. sério gente, se cuidem. eu não desejo isso pra ngm. (mentira pq bolsonaro merece)",,,rap rock n roll psicodelia hardcore e ragga,Twitter for Android,pt,1391872913272418304
iSAT4NIC,2021-05-10T21:48:56Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,,Twitter for Android,pt,1391872912651608068
CRISTIA33075520,2021-05-10T21:48:32Z,"RT @RIC0_PINHEIR0: Segundo fontes, o diretor de um falido e fracassado meio de comunicação da velha imprensa lixo tentou suicídio... A mamata do dinheiro público acabou e o desespero bateu.
Meu fí, fiq bem vivo p/ colher os frutos do mal q plantou contra o povo brasileiro!
#EstadaoFake",,RIC0_PINHEIR0,"🇧🇷 Cristão, Conservador e Patriota🇧🇷",Twitter for Android,pt,1391872810885206018
PoxxaBiazinha,2021-05-10T21:48:31Z,"' quem me dizia ser amigo na hora sumiu, bagulho é doido pra quem tá no sofrimento, já te falei vida do crime é suicídio lento.....",PoxxaBiazinha,,"perdi tudo que eu tinha, minha vida acabou, vô eu te amo pra sempre. 👴🏻😭",Twitter for Android,pt,1391872807458463751
AlonyRaimu,2021-05-10T21:48:31Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,"Minha maldição é ficar sozinho.

neném: Vee",Twitter Web App,pt,1391872806430838787
beatrizab_,2021-05-10T21:48:30Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,"BENFICA ❤ |
ig: _beatrizab | @bibsfam",Twitter for iPhone,pt,1391872802144272387
ifs000,2021-05-10T21:48:29Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,@FCPorto 💙,Twitter for iPhone,pt,1391872796880523266
notfoundyara,2021-05-10T21:48:17Z,Vamos falar sobre suicídio?,,,"Since 1994

Melancolia. Saudosismo. Sarcarmos involuntários.",Twitter for Android,pt,1391872748272726021
luiz_tds,2021-05-10T21:48:02Z,vida do crime é suicídio lento,,,+5531 | xy | TDS | @cruzeiro,Twitter for Android,pt,1391872686603882499
MarciaD73455914,2021-05-10T21:47:58Z,"RT @RIC0_PINHEIR0: Segundo fontes, o diretor de um falido e fracassado meio de comunicação da velha imprensa lixo tentou suicídio... A mamata do dinheiro público acabou e o desespero bateu.
Meu fí, fiq bem vivo p/ colher os frutos do mal q plantou contra o povo brasileiro!
#EstadaoFake",,RIC0_PINHEIR0,Odeio o PT,Twitter for Android,pt,1391872666278170627
kyamirii,2021-05-10T21:47:56Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,Draculaura??? Draculaura!!! ♡ Draculaura ♡♡ ? Draculaura :D  !¡! ☆ Draculaura★ Draculaura!¡! ☆ Draculaura best girl  「ela/dela」,Twitter for Android,pt,1391872660511023104
SktRockSP,2021-05-10T21:47:36Z,"@exposed_exposer @arthurmoledoval Não sei...Qual é...Pelo que eu sei de lá, acredito que suicídio.....",exposed_exposer,,O único animal que sabe que vai morrer.,Twitter Web App,pt,1391872575706435587
lixstage,2021-05-10T21:47:23Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,— 𝐒𝐓𝐑𝐀𝐘 𝐊𝐈𝐃𝐒 (s.) l'amour le plus pur et le plus divin que je porte avec moi. les plus beaux poèmes qui aient jamais existé.,Twitter for Android,pt,1391872520417124354
niicfernandesss,2021-05-10T21:47:23Z,"@Irma_Zuleide irmã, me diga, ele n podia na epoca dizer que ele terminou o relacionamento que n ouve traição? deixou ela sofre esse hate esse tempo todo, ser ameaçada de morte, o atual dela falar de suicidio, se é que n tentou e voce ta culpando pq de um clipe, plmds viu",Irma_Zuleide,,"by grace, through faith, doing my best in my worst phase ✨
22, ♌️ 
+071
Pedagogia  🎓",Twitter Web App,pt,1391872519393710082
cawphalfblood,2021-05-10T21:46:59Z,acordei hoje com a notícia de que um colega cometeu suicídio,,,the rest is confetti,Twitter for Android,pt,1391872419728658432
hnstlydgaf,2021-05-10T21:46:58Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,zero fucks given ig: margaridaaisabel,Twitter for iPhone,pt,1391872416314494977
DRhaynara,2021-05-10T21:46:50Z,"Juru com todas as minhas forças, q eu tentei, mais tentei tanto, q agora eu não aguento Mais, eu não estou bem, eu estou sozinha Tou morta por dentro, eu só não cometi suicídio pq isso vai mim leva direito aou inferno, mais pra vc q mim ver sorriso, saiba q eu  não aguento Mais",,,"seja sempre sua versão feliz, mesmo q vc queira chora 💜",Twitter for Android,pt,1391872383460515845
chIoeEmax,2021-05-10T21:46:48Z,SOU ASSIM TENTEI SUICIDIO PELA PRIMEIRA VEZ EM OUTUBEO NO OUTRO DIA FUI FAZER TRILHA https://t.co/O2hEDbn2jR,,,"se os matadouros tivessem paredes de vidro, todos seriam vegetarianos / qualquer pronome:)",Twitter for Android,pt,1391872375772286978
softpseokjin,2021-05-10T21:46:40Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,": *✧･ﾟ.   🌙:*･ﾟ✧ 
･｡  * ~  ::*･ﾟ                                                        i believe in your galaxy ⟬⟭💜 ☆ ｡･:*:･ﾟ🪐  ★,｡･:*:-방탄소년단 ⟭⟬",Twitter for Android,pt,1391872340594724874
ClaraSi46705543,2021-05-10T21:46:28Z,"@whindersson Interessante Luísa que tá com depressão e Vitão falando em suicídio aí tudo bem né só não podem falar que vc fez propaganda pra Havan que apoia o bozo . Decepcionada em saber que vc era meu ídolo mano, que vc me fazia rir 🙁",whindersson,,"Sonzer, Golder, Limns, Biazin. Baiana. Feminista. Geminiana",Twitter Web App,pt,1391872289914957825
gigimgama,2021-05-10T21:46:24Z,RT @wtfuckrapha: professores que colocam suicídio como tema de redação me digam como vcs querem q eu ache uma solução pra isso se eu quero morrer,,wtfuckrapha,deixei a vida me levar e agora to no fundo do poço,Twitter for Android,pt,1391872273670356996
esquizofreninha,2021-05-10T21:46:13Z,"Eu acho que se uma pessoa passa 1 mês estudando eu e a Luiza, convivendo com a gente, gravando um documentário... ao fim deste 1 mês ela comete suicídio 

A gente tem muito problema mental, sério, muita doença",,,é sobre isso e tá tudo bem | don't tread on me 🐍,Twitter for Android,pt,1391872229886074882
jjkblanc,2021-05-10T21:46:11Z,@sunightbunny pied piper tá quase cometendo suicídio,sunightbunny,,"onlyarmy, miraculer, chartfã não pacífica.",Twitter for Android,pt,1391872219601645578
jessicaclcunha,2021-05-10T21:46:02Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,"Podes ser tu, mas quem manda sou eu
@Jesscaradecu  🥰",Twitter for Android,pt,1391872180514865153
mto_cansada,2021-05-10T21:45:46Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,"nem sei pq tô aq crlh
ela/ele
sdv",Twitter for Android,pt,1391872114328805376
kaiomartinx,2021-05-10T21:45:20Z,"Carai, só vi agora que Whinderson comparou os ataques que a Luísa e o Vitão (que alegou até ter pensado em suicídio) sofreram com ser chamado de corno... porra whind, adoro o seu trampo, mas não fode né krl?!",,,a vida é um pé de manga.,Twitter for iPhone,pt,1391872003745927170
