ano (uid);ano (nome);local (uid);local (nome);indicador (uid);indicador (nome);categoria (uid);categoria (nome);estatistica (uid);estatistica (nome);lococor (uid);lococor (nome);atestante (uid);atestante (nome);grupoetario (uid);grupoetario (nome);racacor (uid);racacor (nome);sexo (uid);sexo (nome);abrangencia (uid);abrangencia (nome);localidade (uid);localidade (nome);Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Ano
2017;2017;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;50;Mato Grosso do Sul;25;15;23;17;24;15;16;24;28;23;26;23;259
2017;2017;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;51;Mato Grosso;14;10;22;21;15;11;13;18;18;15;16;24;197
2017;2017;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;52;Goiás;44;40;41;46;40;27;29;41;41;58;50;40;497
2017;2017;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;53;Distrito Federal;10;9;16;15;13;20;23;13;12;10;10;17;168
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;1;País;76;Brasil;1.077;957;1.133;1.069;1.041;972;1.028;1.038;1.085;1.090;1.093;1.150;12.733
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;2;Região;1;Norte;71;81;74;87;86;82;78;98;80;96;70;88;991
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;11;Rondônia;11;15;11;10;9;10;12;9;10;18;5;5;125
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;12;Acre;5;5;6;8;1;5;3;5;5;4;6;6;59
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;13;Amazonas;17;20;20;23;19;13;18;23;18;18;18;27;234
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;14;Roraima;4;2;3;2;4;4;3;4;2;4;2;3;37
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;15;Pará;20;24;22;26;37;32;31;35;28;39;28;28;350
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;16;Amapá;6;3;4;5;3;11;2;7;6;5;4;6;62
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;17;Tocantins;8;12;8;13;13;7;9;15;11;8;7;13;124
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;2;Região;2;Nordeste;267;214;274;234;259;236;273;270;236;253;224;256;2.996
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;21;Maranhão;30;24;21;23;24;20;35;21;26;35;29;25;313
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;22;Piauí;30;27;27;23;27;29;24;22;29;30;37;26;331
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;23;Ceará;61;46;64;49;70;55;67;58;39;50;46;50;655
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;24;Rio Grande do Norte;17;14;14;16;12;17;24;18;20;20;11;13;196
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;25;Paraíba;20;10;22;25;14;12;23;18;21;22;18;32;237
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;26;Pernambuco;37;29;48;31;38;32;32;46;36;35;25;41;430
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;27;Alagoas;11;12;8;13;9;10;11;16;17;12;8;10;137
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;28;Sergipe;17;16;14;8;9;8;9;14;10;9;10;10;134
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;29;Bahia;44;36;56;46;56;53;48;57;38;40;40;49;563
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;2;Região;3;Sudeste;375;365;404;396;373;343;375;371;421;412;415;425;4.675
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;31;Minas Gerais;131;124;122;104;130;120;124;129;130;127;140;149;1.530
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;32;Espírito Santo;22;24;22;16;13;14;20;21;17;16;31;23;239
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;33;Rio de Janeiro;46;48;55;77;56;46;69;56;61;63;60;62;699
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;35;São Paulo;176;169;205;199;174;163;162;165;213;206;184;191;2.207
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;2;Região;4;Sul;266;218;261;248;221;215;210;212;258;219;275;288;2.891
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;41;Paraná;73;63;90;84;72;73;63;59;90;67;93;88;915
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;42;Santa Catarina;74;56;58;68;53;62;45;53;62;72;69;63;735
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;43;Rio Grande do Sul;119;99;113;96;96;80;102;100;106;80;113;137;1.241
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;2;Região;5;Centro-Oeste;98;79;120;104;102;96;92;87;90;110;109;93;1.180
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;50;Mato Grosso do Sul;22;15;22;21;18;17;27;16;21;23;33;33;268
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;51;Mato Grosso;23;18;25;20;27;20;13;12;20;19;17;12;226
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;52;Goiás;43;31;50;45;43;40;33;46;30;53;46;39;499
2018;2018;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;53;Distrito Federal;10;15;23;18;14;19;19;13;19;15;13;9;187
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;1;País;76;Brasil;1.112;1.028;1.222;1.123;1.145;1.054;1.086;1.103;1.174;1.134;1.152;1.187;13.520
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;2;Região;1;Norte;76;78;84;85;93;90;91;92;94;88;90;97;1.058
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;11;Rondônia;13;13;17;10;8;10;13;9;12;9;12;14;140
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;12;Acre;8;4;6;6;6;3;5;7;7;3;8;9;72
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;13;Amazonas;18;17;16;21;23;21;26;24;19;20;23;25;253
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;14;Roraima;2;3;8;5;3;2;5;8;6;3;1;4;50
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;15;Pará;26;28;20;26;28;35;25;27;38;32;31;32;348
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;16;Amapá;4;2;4;9;11;7;8;1;2;6;3;4;61
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;17;Tocantins;5;11;13;8;14;12;9;16;10;15;12;9;134
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;2;Região;2;Nordeste;253;240;292;240;263;267;212;267;263;250;262;273;3.082
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;21;Maranhão;21;26;23;18;39;36;20;39;33;23;31;25;334
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;22;Piauí;21;24;29;30;28;37;22;25;28;23;31;30;328
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;23;Ceará;54;53;76;57;49;57;42;41;46;42;47;64;628
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;24;Rio Grande do Norte;17;13;15;14;21;12;21;19;19;16;15;22;204
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;25;Paraíba;25;14;18;23;24;13;17;18;28;25;21;25;251
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;26;Pernambuco;37;37;45;38;31;42;17;38;44;44;42;28;443
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;27;Alagoas;9;12;11;9;13;10;11;18;6;7;14;9;129
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;28;Sergipe;11;13;9;7;11;6;11;9;6;12;10;11;116
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;29;Bahia;58;48;66;44;47;54;51;60;53;58;51;59;649
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;2;Região;3;Sudeste;409;366;453;424;401;360;427;396;427;430;406;431;4.930
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;31;Minas Gerais;156;122;161;146;139;128;150;150;145;143;129;163;1.732
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;32;Espírito Santo;25;20;33;22;18;16;24;25;13;16;13;23;248
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;33;Rio de Janeiro;51;45;44;51;53;32;56;40;53;44;61;42;572
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;35;São Paulo;177;179;215;205;191;184;197;181;216;227;203;203;2.378
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;2;Região;4;Sul;272;261;282;262;264;243;246;247;278;249;287;276;3.167
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;41;Paraná;69;79;92;90;64;57;71;75;95;84;90;78;944
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;42;Santa Catarina;83;69;70;58;58;65;71;58;72;54;74;66;798
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;43;Rio Grande do Sul;120;113;120;114;142;121;104;114;111;111;123;132;1.425
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;2;Região;5;Centro-Oeste;102;83;111;112;124;94;110;101;112;117;107;110;1.283
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;50;Mato Grosso do Sul;23;17;24;23;22;20;30;21;24;22;15;22;263
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;51;Mato Grosso;18;11;16;19;23;22;16;26;23;17;29;21;241
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;52;Goiás;47;40;50;48;56;43;50;40;43;59;54;50;580
2019;2019;1;Óbitos por residência;212559;(X60-X84) Lesões autoprovocadas intencionalmente;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;3;Unidade da federação;53;Distrito Federal;14;15;21;22;23;9;14;14;22;19;9;17;199
