screen_name,created_at,text,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
JokitoX_,2021-05-10T15:01:19Z,@CeTeBe33 Te queres suicidar? LUL,CeTeBe33,,"Miro al calvo seguidor de roles de Folagor.                

Algunos me conocerán por ser el Conkeldurr de Fola en MP2.

Nick en Twitch: JokitoX_",Twitter Web App,pt,1391770331078090758
buforegulari,2021-05-10T14:51:25Z,"@soucringe3547 ""vocês não tem noção do quão pesado pode ser mandar alguém se suicidar?? que porra viu, cresçam e botem a mão na consciência seus imbecis, isso pode afetar e deixar uma pessoa muito mal. melhorem seus crianções""

cega",soucringe3547,,contém ironia ou não,Twitter for iPhone,pt,1391767838059282438
novaklol_,2021-05-10T14:51:00Z,"@brttOficial eu vou me suicidar se você não se classificar, minha vida está nas suas mãos eu só tenho 21 anos #PNGWIN",brttOficial,,"21y 
gm karthus
derrubo umas contas ai
filho do amor, herdeiro da maldade",Twitter Web App,pt,1391767735269568521
Kaykeisnthere,2021-05-10T14:44:50Z,só desse jeito pra ele não se suicidar e foder com a partida,Kaykeisnthere,,não estou aqui.,Twitter Web App,pt,1391766184501067777
flexondix,2021-05-10T14:44:39Z,"@ZOEDATE eu n suporto pessoa q faz isso, se se amigo faz isso quando vc diz q ta triste e que quer se suicidar, sai de perto
pessoa doente cara",ZOEDATE,,KKKKKKKKKKKKKKKK pelo amor,Twitter for Android,pt,1391766137755549702
thaa___barros,2021-05-10T14:41:58Z,RT @wisenteiner14: vontade dql com s...😏😏😏😏😏😏😏😏😏🥵🥵🥵🥵🥵🥵🥵🥵😈😈😈😈😈😈😈😈😈😈🌚🌚🌚🌚🌚 suicidar,,wisenteiner14,mó trouxa,Twitter for Android,pt,1391765459788341252
vgplrub,2021-05-10T14:17:25Z,se tiver coloquio esse ano vou me suicidar pprt msm,,,🦇,Twitter Web App,pt,1391759283914690561
diarioriodoce,2021-05-10T14:15:00Z,"Seis pessoas morreram depois que um atirador entrou em uma festa de aniversário e abriu fogo em Colorado Springs, Colorado, nos Estados Unidos, antes de se suicidar na madrugada do Dia das Mães. Clique e saiba mais...
https://t.co/Xi8guhpmG1",,,"Perfil oficial do Diário do Rio Doce.
Notícias de GV, Minas e Brasil.
👇🏼Acesse👇🏼
https://t.co/iUuTATiIfa",Twitter Web App,pt,1391758675082027013
salvadorenorme,2021-05-10T14:13:37Z,Malta que se tenta suicidar e não consegue é mm inútil https://t.co/tGx7BXDG4w,,,Hora do molex,Twitter for iPhone,pt,1391758325923164160
segueorafaquef1,2021-05-10T13:55:53Z,"@folha Então quer se suicidar! 

Criminoso!!",folha,,Já reparou que aqui você é quem você gostaria que achassem que você é?,Twitter for iPhone,pt,1391753864471322624
synedstn,2021-05-10T13:47:12Z,eu vi o mlk minutos antes dele se suicidar cara 😭,,,Eu quero o que o mundo tem de melhor.                              @baikarol💍❤️,Twitter for Android,pt,1391751677838036994
DarthRaverino,2021-05-10T13:42:47Z,"@RodKalec Aqui realmente é complicado. 
Lee está completamente inútil, só mesmo para se suicidar e dar um insec (mas em quem e como? Leona existe). 
Depois Olaf enquanto grita ""bromacia"" é derretido pela Kai'sa. 

A composição morreu e só por milagre ganham.",RodKalec,,"Not F/A Anymore

Leaguepedia: https://t.co/oQnjCZWZ8L
Coaching: https://t.co/eV6bYTPsIR
I have coached at 🇦🇹 🇹🇷 🇪🇸 🇵🇹 🇧🇷 🇬🇧 
✉️darthravenesports@gmail.com",Twitter Web App,pt,1391750567224086535
souamaggie_,2021-05-10T13:38:50Z,RT @ghost_giirll: so de lembrar a minha fase pick me girl da me vontade de suicidar,,ghost_giirll,vim pra ver as tretas bjs,Twitter for Android,pt,1391749575199838208
lovellyarmy,2021-05-10T13:16:53Z,RT @sadivisions: Tempinho bom pra me suicidar 😍,,sadivisions,,Twitter for iPhone,pt,1391744050378706948
alinixsch,2021-05-10T13:12:52Z,se dia 17 eu não me suicidar ta safe,,,"o que sabemos é uma gota @ThiagoFontenel8



































 ENTJ 🐯  ///  sᴇᴊᴀ ᴜᴍ sɪɴᴀʟ ᴅᴇ ғᴜᴍᴀᴄ̧ᴀ @Supercombo @Scatolovemusic @bandascalene",Twitter for Android,pt,1391743038691610626
Laryssaa29,2021-05-10T13:09:02Z,RT @sadivisions: Tempinho bom pra me suicidar 😍,,sadivisions,Blessed✨,Twitter for Android,pt,1391742075847299073
maryhjfkgsdf,2021-05-10T13:06:55Z,desmereceram meu curso aqui vou me suicidar,,,"when we hit our lowest point, we are open to the greatest change",Twitter Web App,pt,1391741540809256962
petitechosesx,2021-05-10T13:06:46Z,Por favor Rádio Marinha pare de tocar músicas de 2006 ou vou me suicidar,,,Mulher gentil que fala francês e gosta de cozinhar. Malena como o tango,Twitter for Android,pt,1391741504138399748
LimaKowalski,2021-05-10T12:52:09Z,"@o_antagonista Quando ele chegar na cadeia os presos terminam de ""suicidar"" ele.",o_antagonista,,"Escritor, desenhista e programador. Como diz Marco Antônio Villa, na politica sou um ""radical de centro"".",Twitter for Android,pt,1391737826681757697
kityuuji,2021-05-10T12:47:13Z,@hanwkosb tive atw q coloca o Pronome na bio mas n parsm irei  suicidar-me-ei,hanwkosb,,Ele/Dele,Twitter Web App,pt,1391736585872416769
childish_bab56,2021-05-10T12:37:11Z,RT @_AnjoSuicida__: Quando alguém acaba por se suicidar essa pessoa momentos antes precisava de desabafar o problema é que nas horas de maior aperto ninguém está lá,,_AnjoSuicida__,"21y 
I'm a lion",Twitter for Android,pt,1391734057977868288
JoJohnElegante,2021-05-10T12:17:25Z,@NoiteBilhete @Visnxx Vou me suicídar https://t.co/GcZVdwbBjy,NoiteBilhete,,"eu era um Küster mas sla eu n sei mais seguir RP peço perdão, pode me dar unfollow se quiser eu n vou ligar 😭",Twitter for Android,pt,1391729084644872192
EX1LE91,2021-05-10T12:14:23Z,@pibadbitchera eu não faço ideia quem essa é mas sei que não te podes suicidar coisa nenhuma que eu preciso de ti aqui and i love you,pibadbitchera,,͏͏͏͏͏͏ ͏͏͏͏͏͏ ͏͏͏͏͏͏ ͏͏͏͏͏͏⠀⠀⠀ ͏͏͏͏͏͏ ͏͏͏͏͏͏ ͏͏͏͏͏͏ ͏͏͏͏͏͏ ͏͏͏͏͏͏⠀  mar love bot ?!       .  .  .   she  her,Twitter for Android,pt,1391728320119771140
moisespereira01,2021-05-10T12:10:40Z,"RT @sanctuscatholic: Galera, ela disse que ia se suicidar e depois sumiu. Alguém tem o contato dela? https://t.co/dmBGvRpkqT",,sanctuscatholic,"Concentre, exercite, e tenha controle completo do Espírito para lutar contra as adversidades. Neste mundo, só vivendo em Cristo. Telegram - https://t.co/l1okzFR",Twitter for Android,pt,1391727384571916290
elza_ge,2021-05-10T12:06:25Z,"Sobre julgamento do rapaz q jogou a esposa da sacada do Apto. advogados dizem ele ñ matou,mas errou. Td aponta pra femicídio, mas mesmo q ele ñ a tenha embrurrado quem deixou a mulher  na situação emocional q a levou a s suicidar n momento de uma briga?Isso ñ é crime?",,,"Em busca serena da trilha do caminho do meio, em busca constante do autoconhecimento com autodisciplina,então saboreio o despertar com amor pela sabedoria.",Twitter for Android,pt,1391726316106534913
diariodegoias,2021-05-10T11:59:42Z,"Seis pessoas morreram depois que um atirador entrou em uma festa de aniversário e abriu fogo em Colorado Springs, Colorado, nos Estados Unidos, antes de se suicidar na madrugada do Dia das Mães, anunciou a polícia neste domingo, 9.

https://t.co/NJ2QnYpBac https://t.co/Ao1b0EW9pV",,,O jornal Diário de Goiás é publicação digital independente com informação e análise dos fatos. Visite o endereço https://t.co/TniwmKCldW,Blog2Social APP,pt,1391724624510132227
kat_serendipity,2021-05-10T11:51:39Z,"adolescente reclama que se conta pra mãe os problemas deles, elas tiram o celular. mas é o correto, pois quem fica realmente mal e pensa em se suicidar por causa de umas palavrinhas na tela tem mesmo que ficar sem celular por uns bons dias até voltar a realidade.",,,"o acaso só favorece a mente preparada. enfj-a, @P__E__K 💟 e anti-comunista.",Twitter for Android,pt,1391722601698013189
iNOB6RA,2021-05-10T11:46:16Z,minha mae ja ta me mandando eu fazer jm monte de coisa vou me suicidar https://t.co/zUc4q6T3MF,,,⠀⠀⠀⠀✩⠀a/ela/-a !!,Twitter for Android,pt,1391721246719684608
gaytawaycar,2021-05-10T11:44:48Z,gente so eh engraçado quando eles n ficam com essa cara de quero me suicidar,gaytawaycar,,holla if you need me || @LESBIANFlLM ✨ || @acervodohenri,Twitter Web App,pt,1391720874865221633
sergioa28780330,2021-05-10T11:41:40Z,"@lordivan22 E o julgamento da companheira do J.Epstein, quando vai acontecer?Será que vão suicidar ela tb? E o Bill Pinton?Finalmente vão pegar?Abs. #VotoAuditavelJa #CPIdoForoDeSaoPauloJa #APROVAPL4754 #PTNuncaMais #PSDBNuncaMais #EuAutorizoPresidenteBolsonaro  #BolsonaroPresidenteAte2026",lordivan22,,"engenheiro brasileiro, 
#BolsonaroAte2026 
#VotoAuditavelJa
#PTNuncaMais
""O povo não deve temer o governo, o governo deve temer o povo"" (Alan Moore)",Twitter Web App,pt,1391720087418253313
iNOB6RA,2021-05-10T11:41:39Z,voces acham que depressao e brincadeira .... vou me suicidar https://t.co/GTCRv7wlXt,,,⠀⠀⠀⠀✩⠀a/ela/-a !!,Twitter for Android,pt,1391720084780077058
horrork666,2021-05-10T11:33:22Z,RT @sadivisions: Tempinho bom pra me suicidar 😍,,sadivisions,"I've got more demons where that come from.

meu sebo no shopee, só clicar no link!",Twitter Web App,pt,1391717997170077702
alanaa_refati,2021-05-10T11:27:12Z,RT @raykkkjj: vontade dql com s...😏😏😏😏😏😏😏😏😏🥵🥵🥵🥵🥵🥵🥵🥵😈😈😈😈😈😈😈😈😈😈🌚🌚🌚🌚🌚 suicidar,,raykkkjj,viver é horrivel,Twitter for Android,pt,1391716447517298690
raykkkjj,2021-05-10T11:25:37Z,RT @raykkkjj: vontade dql com s...😏😏😏😏😏😏😏😏😏🥵🥵🥵🥵🥵🥵🥵🥵😈😈😈😈😈😈😈😈😈😈🌚🌚🌚🌚🌚 suicidar,,raykkkjj,16.04💍|| @twtdoavila🥰,Twitter for Android,pt,1391716050190864384
sadivisions,2021-05-10T11:23:54Z,Tempinho bom pra me suicidar 😍,,,,Twitter for Android,pt,1391715615883280384
Clarice29332571,2021-05-10T11:23:43Z,"RT @yaasmimm070: Pq todos meus amigos estão querendo se suicidar?
Não consigo ajudar nenhum deles :(",,yaasmimm070,𝒫𝑜𝓇 𝓆𝓊𝑒 𝓉𝒾𝓃𝒽𝒶 𝓆𝓊𝑒 𝓈𝑒𝓇 𝓉𝒶𝑜 𝒷𝑒𝓁𝑜? 𝐸𝓊 𝓉𝑒 𝒶𝓂𝑒𝒾 𝑒𝓂 𝓋𝒶𝑜...|𝓋𝒾𝓇𝑔𝒾𝓃𝒾𝒶𝓃𝒶| 𝑒𝓁𝒶/𝒹𝑒𝓁𝒶 | 𝒸𝑜𝓂𝓅𝓇𝑜𝓂𝑒𝓉𝒾𝒹𝒶,Twitter Web App,pt,1391715570802995201
SchneiderJPM,2021-05-10T11:18:53Z,"Meus pais pegaram o meu celular, e viram conversas sobre suicídio, invés de perguntar o que está acontecendo, ou porquê de eu ter essa ideia na cabeça. Minha mãe me leva na cozinha e pede para eu escolher a faca. Já meu pai, pede para eu avisar quando que eu vou me suicidar...",,,,Twitter Web App,pt,1391714354836430849
Giulia69511790,2021-05-10T11:18:25Z,"O moço que veio no meu trabalho me reconheceu e disse: Foi você que tentou se suicidar no muro la de casa?!
KKKKKKKKKKKK",,,Tr-Rj ❤️ || 19y 🎊 || Jazz🤸‍♂️✨,Twitter for iPhone,pt,1391714236628340737
rafaeljmessiasb,2021-05-10T11:11:02Z,"@RomeuZema 22h após a sua postagem... 11 comentários!
12 agora com esse aqui.

Parabéns, Zema. Por suicidar tua carreira política indo contra o presidente eleito e fazendo politicagem imunda desse PSOL Laranja.

Tinha tudo pra ser um bom governador, mas foi frouxo e cedeu as pressões... RIP",RomeuZema,,"Cristão, conservador, pró-familia e patriota...
🙏⛪👨‍👩‍👦🇧🇷",Twitter for Android,pt,1391712378765594624
zecrabbitcpx,2021-05-10T11:10:01Z,"Quando eu falo que eu quero me suicidar ninguém me dá bola, bando de pau no cu",,,"Meu coração sendo de ouro, penhoraram-no. | @de_dicks",Twitter for Android,pt,1391712123349344257
SejaMinhaWaifu,2021-05-10T10:48:16Z,"jungle e sup me mandaram me suicidar q jogo bom, denunciei os dois",SejaMinhaWaifu,,sou menino e tenho 18 anos se vc quiser saber |SLI ISTJ|,Twitter Web App,pt,1391706647244988420
Mateuszinxl,2021-05-10T10:22:42Z,"Fazendo a live dele, que sempre alegra meu dia quando to triste, ele me tirou da bad, e ele foi uma das pessoas que fez eu não me suicidar",Mateuszinxl,,"Sua opinião é invalida se seu time não tem 13 CHAMPIONS
13/11
+22
RJ-RS
@Gremio/@Botafogo/@realmadrid/@loudgg
Um guri q gosta de uma guria qualquer
Aulas cria
T",Twitter Web App,pt,1391700214625574916
_marcellapb,2021-05-10T10:20:39Z,"@bbarth_ nem eu, vou me suicidar",bbarth_,,curiosidade ou saudade? @lcs_falkk/@miriamhj24/@emilyy_boebell/@gayestintown_2,Twitter for iPhone,pt,1391699699967709187
gojovota13,2021-05-10T10:15:34Z,"VOCÊS TEM NOÇÃO DO QUÃO PESADO PODE SER MANDAR UMA PESSOA SE SUICIDAR?? Que porra viu, cresçam e botem a mão na consciência seus imbecis, isso pode afetar e deixar uma pessoa muito mal. Melhorem seus crianções.",,,itadori reagiu com '👍': é vdd que vc é bisexual?,Twitter for Android,pt,1391698418267996160
onedenilson,2021-05-10T10:04:41Z,"Birdy é muito conceito e aclamação, mistura de depressão com vontade de suicidar. 
Enfim, a perfeição.",,,otaku safado ✨,Twitter for Android,pt,1391695680364744706
Caio07172914,2021-05-10T09:27:59Z,"@altssz @lucastadeubr @drewgby Ahhhhhh, vai toma no cu, vai toma no cu. ""Aiin, vou me suicidar pq eu não tenho privacidade no celular"", parabéns, VC não fez por merecer essas privacidade, fazendo palhaçadas eróticas com prima, fazendo sla mais oq, mandando nudes sei lá mais pra onde. E ainda quer privacidade??",altssz,,apenas um poço.. vazio.,Twitter for Android,pt,1391686447380537352
jaguardangerous,2021-05-10T07:00:56Z,"Não véi mas esse menino só aceita papel de quem morre/se suicida e some dos doramas é? Coitado eu já assisti pensando logo ""MDS vai se suicidar de novo, esse menino não tem um papel feliz não é?"" Se foi em True Beauty morreu nos primeiros segundos, coitado viu https://t.co/6TrlIVulbh",,,"Vingadores, Avante! 💙

| Marvel stan | Jaguar | GG Stan | Supernatural | Star Wars | The Witcher | Viciada em dorama | a/ela/-a | @maximoffwich",Twitter for Android,pt,1391649437085224962
diabars_,2021-05-10T06:49:04Z,queria q minha vontade de viver fosse maior do que a de se suicidar 🤦🏽‍♀️🤦🏽‍♀️,,,"αbençoαdα, iluminαdα, protegidα, αmpαrαdα, guiαdα e sempre escoltαdα por Deus 🤍✨• #eternoph 👼🏾❤",Twitter for Android,pt,1391646452510777346
BeatrizaTrouxa1,2021-05-10T06:31:06Z,RT @Ldivino_ribeiro: vontade dql com s...😏😏😏😏😏😏😏😏😏🥵🥵🥵🥵🥵🥵🥵🥵😈😈😈😈😈😈😈😈😈😈🌚🌚🌚🌚🌚 suicidar,,Ldivino_ribeiro,Ela/da minha namorada😎🤝,Twitter for Android,pt,1391641929671069696
eujuroqvou,2021-05-10T06:09:10Z,"RT @Gaules: Hoje tive a certeza do pq falhei quando tentei me suicidar.. Deus tem um plano especial pra cada um de nós! O maior alambrado do mundo, a maior tribo do mundo, a maior família do mundo! Obrigado https://t.co/rzcPhKJFY4",,Gaules,grafia,Twitter for Android,pt,1391636412353634305
raphael_acm,2021-05-10T06:01:36Z,"... vir com chantagem de que ""quando me suicidar saiba que vai ser culpa sua"", mas meia hora depois veio mentir em rede social chamando de pedofilo e tudo mais igual a imagem, e ainda dps de tudo isso, mesmo antes não querendo passar 5 minutos junto com minha mãe,....",,,,Twitter Web App,pt,1391634505572786178
BaixoMc,2021-05-10T05:39:59Z,@ritadecassiapl @PFpapista @MandyReverse Uma garota que ingeriu remedios pra se suicidar a gente ta rezando por ela e se preucuopando pra ve oq houve,ritadecassiapl,,filho de Deus,Twitter Web App,pt,1391629067934486528
thisslen,2021-05-10T05:20:36Z,Me chamaro de trapstar eu vou me suicidar nunca senti tanta angústia e tristeza na minha vida,,,aqui é o rock,Twitter for Android,pt,1391624190277693441
brennomario,2021-05-10T05:19:11Z,"O interessante em ser diabético é q tem como eu me suicidar de uma forma bem gostosa: um bolo de chocolate cheio de calda de brigadeiro e uma garrafa de coca cola 2L, DELÍCIA",,,,Twitter for Android,pt,1391623833979867157
seokiIIer,2021-05-10T05:13:48Z,"você, a garota que postou isso também estava precisando de ajuda, vocês são hipócritas pra caralho e nojentos ao ponto de falar que uma pessoa que tentou se suicidar estava querendo atenção, por que???  por que existe um jeito certo pra uma tentativa de suicídio ser valida?",seokiIIer,,"bangswift, intp, any pronouns. qualquer pronome. pt-br/eng",Twitter for Android,pt,1391622478317985798
fl0rinha_,2021-05-10T05:12:12Z,"Tô dizendo, eu vou ser a primeira da família a se suicidar",,,ᵘᵐᵃ ᶠᵃᵈᵃ ᵉ⁻ᵍᶦʳˡ🌼ᵉˡᵘ\ᵈᵉˡᵘ🌾ˢᵉʲᵃᵐ ᵇᵉᵐ ᵛᶦⁿᵈᵒˢ◕‿◕✿),Twitter for Android,pt,1391622073475379201
iNOB6RA,2021-05-10T05:11:03Z,nao tem user bonito pra eu por ou me SUICIDAR,,,⠀⠀⠀⠀✩⠀a/ela/-a !!,Twitter for Android,pt,1391621785569873925
FreitasAmandaLa,2021-05-10T05:06:58Z,"EU VOU ME SUICIDAR PRA N FAZER A PROVA DA RUBIA, PUTA MERDAAAAAAAAAAA EU VIU CHORAR",,,"Bom Dia || Ela/Dela || cadelinha da Lauren, Camila, Normani, Ally e Dinah || essa foi minha bio pq eu n sou tão criativa assim😐😐",Twitter for Android,pt,1391620758355554306
EmirKaliq6,2021-05-10T04:57:18Z,@judasninja Vou me suicidar.,judasninja,,"South Kensington, London. 
Currently in Brasília, Brazil.",Twitter for Android,pt,1391618323633278976
boojawaad,2021-05-10T04:50:42Z,Fala isso pro Edward com inveja de quem podia se suicidar https://t.co/zy01RLOOS3,,,"Tecnica em Edificações
Conservadora-restauradora
Cantora
SAC: Inbox
Ela/Dela",Twitter Web App,pt,1391616663364194305
softyonkk,2021-05-10T04:50:21Z,@_miyoongi Uma grt tomou remédios pra se suicidar e estão tentando ajudar ela,_miyoongi,,"𝒀𝒐𝒖 𝒂𝒓𝒆 𝒎𝒚 𝒔𝒐𝒖𝒍 𝒎𝒂𝒕𝒆. 𝑭𝒐𝒓 𝒂𝒍𝒍 𝒆𝒕𝒆𝒓𝒏𝒊𝒕𝒚, 𝒔𝒕𝒂𝒚 𝒉𝒆𝒓𝒆 ❧




                              𝙊𝙣𝙡𝙮.7 ੴ",Twitter for Android,pt,1391616577716555777
JaumMxM,2021-05-10T04:32:00Z,RT @Sad_jaaao: Mal sabe que eu vou me suicidar 🤦🏻‍♂️💔,,Sad_jaaao,@Craudixxx 💍 @Palmeiras 💚,Twitter for Android,pt,1391611957833261057
cansadin17,2021-05-10T04:25:26Z,"@isasilvx Fizeram feijoada na casa da minha vó e ngm me chamou,deveria me suicidar?",isasilvx,,,Twitter for Android,pt,1391610306665881601
https_beaa_,2021-05-10T04:10:48Z,RT @Ldivino_ribeiro: vontade dql com s...😏😏😏😏😏😏😏😏😏🥵🥵🥵🥵🥵🥵🥵🥵😈😈😈😈😈😈😈😈😈😈🌚🌚🌚🌚🌚 suicidar,,Ldivino_ribeiro,"tá cm fome?, come a porra da paçoca ent caraio
@MilGraus0800// @izianekkkk


🏳️‍🌈⃤",Twitter for Android,pt,1391606621776879618
vssantzz,2021-05-10T04:08:34Z,RT @Ldivino_ribeiro: vontade dql com s...😏😏😏😏😏😏😏😏😏🥵🥵🥵🥵🥵🥵🥵🥵😈😈😈😈😈😈😈😈😈😈🌚🌚🌚🌚🌚 suicidar,,Ldivino_ribeiro,,Twitter for Android,pt,1391606062600577026
pqpfds2000,2021-05-10T04:07:37Z,RT @Ldivino_ribeiro: vontade dql com s...😏😏😏😏😏😏😏😏😏🥵🥵🥵🥵🥵🥵🥵🥵😈😈😈😈😈😈😈😈😈😈🌚🌚🌚🌚🌚 suicidar,,Ldivino_ribeiro,,Twitter for Android,pt,1391605820975194121
MateoKapoor,2021-05-10T03:57:58Z,ai q vontade de me suicidar ok https://t.co/lsAsJYU7Wb,,,"gosto de séries sulcoreanas, filmes em hindi, novelas (especialmente as do Giba).",Twitter for Android,pt,1391603394301898753
luaxxjs,2021-05-10T03:46:30Z,RT @Ldivino_ribeiro: vontade dql com s...😏😏😏😏😏😏😏😏😏🥵🥵🥵🥵🥵🥵🥵🥵😈😈😈😈😈😈😈😈😈😈🌚🌚🌚🌚🌚 suicidar,,Ldivino_ribeiro,𝖇𝖊 𝖐𝖎𝖓𝖉,Twitter for Android,pt,1391600507060379652
larimontg,2021-05-10T03:46:05Z,que odio de ter colocado aquela foto nos storie vou me suicidar,,,,Twitter for iPhone,pt,1391600404715249667
ghost_giirll,2021-05-10T03:45:59Z,so de lembrar a minha fase pick me girl da me vontade de suicidar,,,lil peep fan acc,Twitter for iPhone,pt,1391600376856649728
Ateu_Refutador,2021-05-10T03:42:47Z,"RT @sanctuscatholic: Galera, ela disse que ia se suicidar e depois sumiu. Alguém tem o contato dela? https://t.co/dmBGvRpkqT",,sanctuscatholic,"refutações incríveis de ateus e protex mamacos.🇻🇦||
mande sugestões na dm ||
adms: @SanGhanor, @mementomoreh, @baitabait, @teutonicknighte e @katholikos2.",Twitter for Android,pt,1391599572166840321
badtruel,2021-05-10T03:31:10Z,@ityriate ME QUEIRO SUICIDAR,ityriate,,nadie ama a camila y a jisoo como yo ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,Twitter for iPhone,pt,1391596650326642690
chrsbf,2021-05-10T03:24:27Z,@nwtokkkj pq vc quer se suicidar meu deus,nwtokkkj,,,Twitter for Android,pt,1391594959371964427
DescartesRuy,2021-05-10T03:23:10Z,"@umabrisaleve Quero só chorar, não me suicidar. Hahaha",umabrisaleve,,A fusão entre os maiores jurista e filósofo de todos os tempos. Lídimo polímata. A contradição do perfil é o resultado lógico de usar dois cérebros para pensar.,Twitter for iPhone,pt,1391594636888707077
MayraCzinski,2021-05-10T03:09:19Z,"@zxsherlocked @softylee200 @JosianeRonska @VeiaCaduncan O q seria perseguição espiritual? Não, nunca tentei me suicidar não.",zxsherlocked,,"Toda pergunta que eu não curto, a resposta vem ao cubo. - Black 👽",Twitter for Android,pt,1391591149882773506
_hellenzita_,2021-05-10T02:48:11Z,"@belight2018 @LuanMor30 @BarbaraSaryne Ah, a torcida fanática da qual vc faz parte né?
Se quiser eu tenho vários prints de vcs atacando várias pessoas, isso foi com uma pessoa q estava querendo se suicidar e vcs n tem um pingo de empatia. Além de atacarem os cactos, atacam a Juliette.Pq n cuidam do pós do fav de vcs? https://t.co/qzc4AF5RKs",belight2018,,"parem de me encher o saco, me deixem dormir",Twitter for Android,pt,1391585832511889409
googiecare,2021-05-10T02:46:39Z,"@jeoninst que bom q vc n tem, se suicidar n ajuda em nada sério.... enfim espero que vc fique bem 🥺",jeoninst,,︎︎︎ ︎︎︎ ︎︎︎ ︎︎︎ ︎︎︎ ︎︎︎ ︎︎︎ ︎︎︎ ︎︎︎ ︎︎︎ ︎︎︎ ︎︎︎ʚ 𝗃𝗄 𝖾𝗒𝖾𝗌 = 𝗴𝗮 ⋅ 𝗹𝗮 ⋅ 𝘅𝘆  ✦ | fan account.,Twitter for Android,pt,1391585446615044096
HonkPill2,2021-05-10T02:45:18Z,"@Solitude_alpaca Apesar que ela fazendo isso a criança iria se suicidar antes dos 30 anos, na qual iria entrar na categoria de infanticídio.",Solitude_alpaca,,"Piadas, memes humorísticos, vídeos engraçados e trollagens.

Filho da @Maga_Coach",Twitter for Android,pt,1391585107291561984
menino_neutro15,2021-05-10T02:42:12Z,"Quem tiver pensando em se suicidar vem dm! Se eu não te fizer querer viver pode ter crtz q de hj vc não passa 😎

*zoas, eu sei que isso não é brincadeira por tanto não levem a sério e se quiserem cvs pode chamar dm""",,,"•Adm Homem
•Expor minhas opiniões e tentar motivar vcs
• se quiser conversar estou aqui ❤️
• vendo cursos online chama dm!",Twitter for Android,pt,1391584326098247681
leticiaaknd,2021-05-10T02:41:05Z,indo me suicidar,,,͏:)),Twitter for Android,pt,1391584046178881539
mariafd,2021-05-10T02:41:04Z,"só de lembrar q ano q vem é meu último ano na escola, eu já penso em 25 modos de me suicidar pq eu não gosto de nada e sou uma inútil, EU VOU FAZE OQ COM A MINHA VIDA DEUS",,,que,Twitter for Android,pt,1391584042194292740
hasegawaII,2021-05-10T02:39:25Z,"RT @sanctuscatholic: Galera, ela disse que ia se suicidar e depois sumiu. Alguém tem o contato dela? https://t.co/dmBGvRpkqT",,sanctuscatholic,🇻🇦🇯🇵 | 18Y,Twitter for Android,pt,1391583627771879429
DarlanMarceloo,2021-05-10T02:33:21Z,"RT @sanctuscatholic: Galera, ela disse que ia se suicidar e depois sumiu. Alguém tem o contato dela? https://t.co/dmBGvRpkqT",,sanctuscatholic,"Católico 🇻🇦
Doutor em ciências ocultas, filosofia dramática, pediatria charlatânica, biologia dogmática e astrologia eletrônica.

Namorado da senhorita Karina",Twitter Web App,pt,1391582099363319809
stpiox,2021-05-10T02:32:47Z,"RT @sanctuscatholic: Galera, ela disse que ia se suicidar e depois sumiu. Alguém tem o contato dela? https://t.co/dmBGvRpkqT",,sanctuscatholic,"Ninguém é mais odiado do que aquele que fala a verdade. | Essa conta é secundária, então siga na @sanctuscatholic.",Twitter for Android,pt,1391581955687424003
louisealam,2021-05-10T02:32:03Z,como se suicidar do primeiro andar/térreio,,,✨as melhores pessoas na vida são falsas✨| 19 • psicologia | conta de fã,Twitter for Android,pt,1391581772220141568
Dani___CRF,2021-05-10T02:28:41Z,RT @Ldivino_ribeiro: vontade dql com s...😏😏😏😏😏😏😏😏😏🥵🥵🥵🥵🥵🥵🥵🥵😈😈😈😈😈😈😈😈😈😈🌚🌚🌚🌚🌚 suicidar,,Ldivino_ribeiro,/15y💙/@flamengo💍/ M.A @Gvzin_OP🤞🏻💕,Twitter for iPhone,pt,1391580923863441408
jpwffdrc,2021-05-10T02:25:51Z,"Quando alguém faz algo desse tipo sempre quer holofote sobre ele 
N divulgar o nome e a historia de quem fez isso é o mais certo, espero q ele sobreviva pra pagar pelo q fez
Se suicidar em seguida é fácil dms https://t.co/hOzO7BnPgW",,,,Twitter for Android,pt,1391580213478367237
wonderfulshwn,2021-05-10T02:25:22Z,"@umabridgerton Acho que no momento ela só vai estar tentando aprender a lidar com a nova vida, dos gêmeos bebês... Acho que ela n vai se suicidar agr, só qdo tiver mais perto da história da Eloise",umabridgerton,,"Shawn Mendes once said to me: 'Eu te amo' ✨ (ela/dela)
bookstan. fan account",Twitter for Android,pt,1391580090627145730
karlianyyy,2021-05-10T02:14:26Z,"RT @sanctuscatholic: Galera, ela disse que ia se suicidar e depois sumiu. Alguém tem o contato dela? https://t.co/dmBGvRpkqT",,sanctuscatholic,católica.,Twitter for Android,pt,1391577336798224386
eleilson_76,2021-05-10T02:13:50Z,"RT @sanctuscatholic: Galera, ela disse que ia se suicidar e depois sumiu. Alguém tem o contato dela? https://t.co/dmBGvRpkqT",,sanctuscatholic,"🇧🇷 Conservador, Católico, Anticomunista e Olavominion",Twitter for Android,pt,1391577187187404808
